dates,cases
04-06-15,"['nausea', 'nausea', 'asthma', 'asthma', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'heart problem', 'asthma', 'fever', 'asthma', 'Bronchitis', 'nausea', 'Bronchitis', 'nausea', 'asthma', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'asthma']"
08-06-15,"['fever', 'heart problem', 'heart problem', 'nausea', 'COPD', 'asthma', 'Pneumonia', 'COPD', 'nausea', 'heart problem', 'fever', 'heart problem', 'COPD', 'nausea', 'nausea', 'Bronchitis', 'nausea', 'fever', 'nausea', 'nausea']"
11-06-15,"['Bronchitis', 'nausea', 'heart problem', 'COPD', 'nausea', 'nausea', 'Pneumonia', 'Bronchitis', 'heart problem', 'COPD', 'heart problem', 'Bronchitis', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'COPD', 'fever', 'heart problem', 'COPD']"
15-06-15,"['COPD', 'asthma', 'COPD', 'Pneumonia', 'COPD', 'heart problem', 'Bronchitis', 'COPD', 'COPD', 'fever', 'nausea', 'heart problem', 'Pneumonia', 'COPD', 'nausea', 'COPD', 'heart problem', 'nausea', 'asthma', 'Pneumonia']"
18-06-15,"['fever', 'Bronchitis', 'heart problem', 'Pneumonia', 'nausea', 'heart problem', 'asthma', 'fever', 'COPD', 'asthma', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'fever', 'nausea', 'fever', 'Bronchitis', 'nausea', 'heart problem']"
22-06-15,"['fever', 'heart problem', 'nausea', 'fever', 'Bronchitis', 'nausea', 'asthma', 'nausea', 'fever', 'fever', 'Pneumonia', 'heart problem', 'nausea', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'nausea', 'Bronchitis', 'Bronchitis']"
25-06-15,"['Pneumonia', 'Bronchitis', 'nausea', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'fever', 'nausea', 'fever', 'COPD', 'COPD', 'fever', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'heart problem', 'Bronchitis', 'fever', 'Pneumonia']"
29-06-15,"['Bronchitis', 'asthma', 'nausea', 'Bronchitis', 'fever', 'nausea', 'fever', 'COPD', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'asthma', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea', 'asthma', 'Pneumonia', 'Pneumonia']"
02-07-15,"['nausea', 'nausea', 'nausea', 'nausea', 'asthma', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'Bronchitis', 'Pneumonia', 'nausea', 'COPD', 'fever', 'COPD', 'COPD', 'COPD', 'nausea', 'Pneumonia', 'fever']"
06-07-15,"['COPD', 'COPD', 'fever', 'Bronchitis', 'COPD', 'COPD', 'heart problem', 'asthma', 'Bronchitis', 'nausea', 'fever', 'Bronchitis', 'nausea', 'Bronchitis', 'nausea', 'heart problem', 'COPD', 'fever', 'Bronchitis', 'nausea']"
09-07-15,"['fever', 'Pneumonia', 'Pneumonia', 'heart problem', 'fever', 'fever', 'heart problem', 'asthma', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'nausea', 'nausea', 'nausea', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'COPD']"
13-07-15,"['nausea', 'Pneumonia', 'asthma', 'nausea', 'fever', 'heart problem', 'fever', 'heart problem', 'Bronchitis', 'Bronchitis', 'fever', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'fever', 'Pneumonia', 'heart problem', 'nausea', 'COPD', 'Bronchitis']"
16-07-15,"['Pneumonia', 'COPD', 'nausea', 'Pneumonia', 'asthma', 'heart problem', 'Bronchitis', 'nausea', 'nausea', 'nausea', 'fever', 'nausea', 'Pneumonia', 'nausea', 'Pneumonia', 'asthma', 'COPD', 'nausea', 'Pneumonia', 'fever']"
20-07-15,"['fever', 'asthma', 'COPD', 'nausea', 'COPD', 'fever', 'Bronchitis', 'COPD', 'nausea', 'Bronchitis', 'heart problem', 'fever', 'COPD', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'nausea', 'nausea']"
23-07-15,"['COPD', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'Pneumonia', 'COPD', 'Bronchitis', 'COPD', 'nausea', 'fever', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'asthma', 'Bronchitis', 'Pneumonia']"
27-07-15,"['COPD', 'fever', 'fever', 'heart problem', 'fever', 'fever', 'asthma', 'Bronchitis', 'fever', 'nausea', 'asthma', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'nausea', 'Bronchitis', 'nausea', 'COPD', 'fever']"
30-07-15,"['heart problem', 'COPD', 'heart problem', 'COPD', 'asthma', 'asthma', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'heart problem', 'asthma', 'nausea', 'Pneumonia', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia']"
03-08-15,"['fever', 'Bronchitis', 'nausea', 'COPD', 'nausea', 'nausea', 'heart problem', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'nausea', 'COPD', 'heart problem', 'nausea', 'COPD', 'Pneumonia', 'fever', 'Pneumonia', 'asthma']"
06-08-15,"['COPD', 'Bronchitis', 'asthma', 'COPD', 'asthma', 'Pneumonia', 'asthma', 'Pneumonia', 'fever', 'COPD', 'Bronchitis', 'heart problem', 'asthma', 'fever', 'heart problem', 'COPD', 'Bronchitis', 'asthma', 'nausea', 'Pneumonia']"
10-08-15,"['asthma', 'COPD', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'asthma', 'COPD', 'nausea', 'fever', 'nausea', 'asthma', 'asthma', 'COPD', 'Bronchitis', 'asthma', 'asthma', 'COPD', 'Bronchitis']"
13-08-15,"['heart problem', 'nausea', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'Bronchitis', 'COPD', 'COPD', 'Bronchitis', 'Pneumonia', 'COPD', 'COPD', 'COPD', 'COPD', 'fever', 'asthma', 'nausea', 'Bronchitis', 'COPD']"
17-08-15,"['COPD', 'Pneumonia', 'fever', 'Bronchitis', 'Pneumonia', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'Bronchitis', 'heart problem', 'heart problem', 'Pneumonia', 'heart problem', 'COPD', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'nausea']"
20-08-15,"['asthma', 'nausea', 'COPD', 'nausea', 'heart problem', 'Pneumonia', 'heart problem', 'fever', 'asthma', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis', 'nausea', 'Bronchitis', 'heart problem', 'nausea', 'asthma', 'Pneumonia', 'Pneumonia']"
24-08-15,"['asthma', 'Bronchitis', 'nausea', 'fever', 'asthma', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'fever', 'COPD', 'heart problem', 'Bronchitis', 'fever', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'heart problem']"
27-08-15,"['Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'heart problem', 'asthma', 'asthma', 'COPD', 'fever', 'Pneumonia', 'fever', 'COPD', 'nausea', 'COPD', 'COPD', 'fever', 'heart problem', 'nausea', 'COPD', 'nausea']"
31-08-15,"['heart problem', 'Pneumonia', 'Bronchitis', 'asthma', 'fever', 'COPD', 'Pneumonia', 'nausea', 'nausea', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'fever', 'heart problem', 'asthma', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis']"
03-09-15,"['nausea', 'Bronchitis', 'COPD', 'fever', 'Pneumonia', 'Pneumonia', 'nausea', 'fever', 'fever', 'fever', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'Bronchitis', 'heart problem', 'Pneumonia', 'nausea', 'Pneumonia', 'COPD']"
07-09-15,"['Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'COPD', 'asthma', 'Bronchitis', 'asthma', 'fever', 'fever', 'asthma', 'heart problem', 'heart problem', 'asthma', 'fever', 'nausea', 'nausea']"
10-09-15,"['heart problem', 'Bronchitis', 'Bronchitis', 'fever', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'COPD', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Pneumonia']"
14-09-15,"['COPD', 'nausea', 'heart problem', 'Pneumonia', 'heart problem', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'heart problem', 'Pneumonia', 'COPD', 'Pneumonia', 'Bronchitis', 'nausea', 'heart problem', 'fever', 'Pneumonia', 'Bronchitis', 'COPD']"
17-09-15,"['Bronchitis', 'asthma', 'asthma', 'heart problem', 'heart problem', 'fever', 'asthma', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'COPD', 'heart problem', 'Pneumonia', 'Pneumonia', 'nausea', 'fever', 'Bronchitis', 'Bronchitis', 'Bronchitis']"
21-09-15,"['nausea', 'nausea', 'COPD', 'fever', 'Bronchitis', 'fever', 'heart problem', 'heart problem', 'heart problem', 'asthma', 'asthma', 'heart problem', 'nausea', 'fever', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'fever']"
24-09-15,"['COPD', 'asthma', 'nausea', 'asthma', 'heart problem', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'fever', 'fever', 'fever', 'heart problem', 'Bronchitis', 'asthma', 'nausea', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'Pneumonia']"
28-09-15,"['heart problem', 'fever', 'fever', 'fever', 'Bronchitis', 'heart problem', 'fever', 'asthma', 'COPD', 'asthma', 'Bronchitis', 'Bronchitis', 'COPD', 'COPD', 'asthma', 'Bronchitis', 'asthma', 'heart problem', 'asthma', 'fever']"
01-10-15,"['COPD', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'heart problem', 'asthma', 'COPD', 'Pneumonia', 'Bronchitis', 'fever', 'Bronchitis', 'heart problem', 'heart problem', 'asthma', 'heart problem', 'Bronchitis', 'COPD', 'Bronchitis']"
05-10-15,"['heart problem', 'Bronchitis', 'nausea', 'Pneumonia', 'COPD', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'COPD', 'COPD', 'heart problem', 'asthma', 'nausea', 'Pneumonia', 'fever', 'asthma']"
08-10-15,"['COPD', 'asthma', 'Bronchitis', 'asthma', 'asthma', 'Pneumonia', 'COPD', 'heart problem', 'Bronchitis', 'heart problem', 'heart problem', 'COPD', 'asthma', 'asthma', 'asthma', 'asthma', 'Bronchitis', 'nausea', 'asthma', 'heart problem']"
12-10-15,"['asthma', 'heart problem', 'COPD', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'asthma', 'Bronchitis', 'asthma', 'COPD', 'nausea', 'heart problem', 'COPD', 'asthma', 'COPD', 'asthma', 'Pneumonia', 'Bronchitis', 'fever']"
15-10-15,"['COPD', 'asthma', 'asthma', 'asthma', 'nausea', 'fever', 'fever', 'heart problem', 'fever', 'Pneumonia', 'fever', 'Bronchitis', 'nausea', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'heart problem', 'Bronchitis', 'COPD']"
19-10-15,"['COPD', 'Bronchitis', 'fever', 'asthma', 'asthma', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'asthma', 'Pneumonia', 'nausea', 'COPD', 'COPD', 'fever', 'nausea', 'asthma', 'Bronchitis', 'heart problem']"
22-10-15,"['Pneumonia', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'fever', 'Pneumonia', 'COPD', 'fever', 'asthma', 'COPD', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis', 'COPD', 'asthma']"
26-10-15,"['fever', 'COPD', 'Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'fever', 'asthma', 'asthma', 'COPD', 'heart problem', 'fever', 'nausea', 'Bronchitis', 'COPD', 'asthma', 'Bronchitis', 'fever', 'asthma', 'COPD']"
29-10-15,"['nausea', 'Bronchitis', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'asthma', 'heart problem', 'Bronchitis', 'Bronchitis', 'heart problem', 'Bronchitis', 'COPD', 'Bronchitis', 'heart problem', 'Bronchitis', 'Bronchitis']"
02-11-15,"['COPD', 'nausea', 'Pneumonia', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'COPD', 'nausea', 'COPD', 'nausea', 'COPD', 'Pneumonia', 'asthma', 'fever', 'COPD', 'COPD', 'fever', 'asthma', 'nausea']"
05-11-15,"['Bronchitis', 'Bronchitis', 'Pneumonia', 'fever', 'Pneumonia', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'asthma', 'Pneumonia', 'fever', 'heart problem', 'nausea', 'Pneumonia', 'heart problem', 'Pneumonia', 'nausea', 'asthma', 'nausea']"
09-11-15,"['asthma', 'heart problem', 'nausea', 'asthma', 'asthma', 'fever', 'nausea', 'asthma', 'COPD', 'fever', 'COPD', 'fever', 'COPD', 'asthma', 'Bronchitis', 'heart problem', 'heart problem', 'Pneumonia', 'Bronchitis', 'COPD']"
12-11-15,"['Pneumonia', 'heart problem', 'fever', 'nausea', 'heart problem', 'heart problem', 'nausea', 'Bronchitis', 'COPD', 'fever', 'fever', 'heart problem', 'heart problem', 'COPD', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'nausea', 'COPD', 'heart problem']"
16-11-15,"['Pneumonia', 'heart problem', 'Bronchitis', 'fever', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'fever', 'heart problem', 'COPD', 'COPD', 'nausea', 'nausea', 'fever', 'fever', 'fever', 'nausea', 'nausea', 'fever', 'Bronchitis']"
19-11-15,"['asthma', 'asthma', 'nausea', 'fever', 'fever', 'Pneumonia', 'Pneumonia', 'fever', 'nausea', 'Bronchitis', 'Pneumonia', 'nausea', 'heart problem', 'Pneumonia', 'Pneumonia', 'heart problem', 'asthma', 'nausea', 'COPD', 'asthma']"
23-11-15,"['Pneumonia', 'asthma', 'fever', 'Pneumonia', 'Bronchitis', 'COPD', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'Bronchitis', 'COPD', 'asthma', 'nausea', 'Pneumonia', 'Bronchitis', 'asthma', 'heart problem', 'heart problem', 'asthma']"
26-11-15,"['heart problem', 'asthma', 'heart problem', 'Pneumonia', 'nausea', 'heart problem', 'heart problem', 'fever', 'asthma', 'Pneumonia', 'Bronchitis', 'heart problem', 'fever', 'fever', 'heart problem', 'asthma', 'heart problem', 'asthma', 'heart problem', 'fever']"
30-11-15,"['heart problem', 'COPD', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'nausea', 'COPD', 'COPD', 'fever', 'nausea', 'fever', 'COPD', 'Bronchitis', 'nausea', 'nausea', 'asthma', 'nausea', 'Bronchitis', 'Bronchitis']"
03-12-15,"['Pneumonia', 'asthma', 'nausea', 'Pneumonia', 'heart problem', 'Pneumonia', 'COPD', 'nausea', 'fever', 'Pneumonia', 'COPD', 'asthma', 'fever', 'fever', 'nausea', 'COPD', 'heart problem', 'heart problem', 'nausea', 'Pneumonia']"
07-12-15,"['heart problem', 'fever', 'asthma', 'fever', 'asthma', 'fever', 'Pneumonia', 'nausea', 'fever', 'heart problem', 'COPD', 'heart problem', 'fever', 'Bronchitis', 'COPD', 'COPD', 'heart problem', 'asthma', 'COPD', 'asthma']"
10-12-15,"['COPD', 'nausea', 'heart problem', 'fever', 'asthma', 'Bronchitis', 'fever', 'nausea', 'Bronchitis', 'heart problem', 'COPD', 'heart problem', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia', 'asthma', 'fever']"
14-12-15,"['fever', 'heart problem', 'Bronchitis', 'heart problem', 'Bronchitis', 'COPD', 'fever', 'heart problem', 'fever', 'fever', 'heart problem', 'heart problem', 'nausea', 'COPD', 'asthma', 'COPD', 'heart problem', 'Pneumonia', 'heart problem', 'Bronchitis']"
17-12-15,"['Bronchitis', 'COPD', 'fever', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'fever', 'heart problem', 'asthma', 'COPD', 'asthma', 'COPD', 'Pneumonia', 'nausea', 'heart problem', 'fever']"
21-12-15,"['asthma', 'asthma', 'fever', 'fever', 'heart problem', 'Pneumonia', 'Pneumonia', 'heart problem', 'heart problem', 'heart problem', 'COPD', 'COPD', 'heart problem', 'asthma', 'heart problem', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'nausea']"
24-12-15,"['COPD', 'asthma', 'COPD', 'Pneumonia', 'fever', 'fever', 'fever', 'Bronchitis', 'COPD', 'COPD', 'heart problem', 'nausea', 'COPD', 'COPD', 'fever', 'Pneumonia', 'COPD', 'fever', 'Bronchitis', 'heart problem']"
28-12-15,"['Pneumonia', 'Bronchitis', 'Pneumonia', 'heart problem', 'fever', 'fever', 'nausea', 'Bronchitis', 'heart problem', 'COPD', 'COPD', 'asthma', 'fever', 'COPD', 'fever', 'heart problem', 'Pneumonia', 'asthma', 'COPD', 'asthma']"
31-12-15,"['nausea', 'Pneumonia', 'heart problem', 'heart problem', 'fever', 'asthma', 'fever', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'heart problem', 'heart problem', 'COPD', 'nausea', 'heart problem']"
01-01-15,"['heart problem', 'COPD', 'fever', 'COPD', 'fever', 'Pneumonia', 'fever', 'COPD', 'Bronchitis', 'asthma', 'fever', 'nausea', 'COPD', 'Bronchitis', 'COPD', 'Bronchitis', 'COPD', 'Pneumonia', 'asthma', 'Bronchitis']"
05-01-15,"['asthma', 'asthma', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'COPD', 'heart problem', 'Pneumonia', 'heart problem', 'COPD', 'fever', 'fever', 'heart problem', 'Bronchitis', 'fever', 'heart problem', 'Pneumonia', 'nausea', 'heart problem']"
08-01-15,"['Pneumonia', 'fever', 'COPD', 'nausea', 'nausea', 'COPD', 'fever', 'fever', 'nausea', 'fever', 'Bronchitis', 'asthma', 'nausea', 'Bronchitis', 'heart problem', 'fever', 'heart problem', 'heart problem', 'asthma', 'nausea']"
12-01-15,"['COPD', 'heart problem', 'Pneumonia', 'nausea', 'COPD', 'heart problem', 'nausea', 'COPD', 'asthma', 'fever', 'Pneumonia', 'COPD', 'nausea', 'heart problem', 'heart problem', 'COPD', 'asthma', 'Pneumonia', 'fever', 'Bronchitis']"
15-01-15,"['Pneumonia', 'Bronchitis', 'heart problem', 'Pneumonia', 'heart problem', 'nausea', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'Bronchitis', 'heart problem', 'nausea', 'heart problem', 'asthma', 'asthma', 'COPD', 'Bronchitis', 'heart problem', 'nausea']"
19-01-15,"['Bronchitis', 'fever', 'fever', 'COPD', 'Pneumonia', 'heart problem', 'asthma', 'fever', 'COPD', 'asthma', 'heart problem', 'asthma', 'COPD', 'asthma', 'heart problem', 'fever', 'Bronchitis', 'COPD', 'fever', 'Bronchitis']"
22-01-15,"['asthma', 'heart problem', 'heart problem', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'Pneumonia', 'asthma', 'fever', 'asthma', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'Bronchitis', 'heart problem']"
27-01-15,"['nausea', 'fever', 'asthma', 'asthma', 'nausea', 'asthma', 'heart problem', 'COPD', 'COPD', 'asthma', 'asthma', 'nausea', 'asthma', 'heart problem', 'nausea', 'nausea', 'nausea', 'asthma', 'Pneumonia', 'heart problem']"
29-01-15,"['COPD', 'Bronchitis', 'nausea', 'nausea', 'nausea', 'COPD', 'fever', 'heart problem', 'asthma', 'heart problem', 'asthma', 'asthma', 'asthma', 'asthma', 'nausea', 'fever', 'Pneumonia', 'heart problem', 'fever', 'heart problem']"
02-02-15,"['Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'heart problem', 'COPD', 'asthma', 'asthma', 'heart problem', 'fever', 'nausea', 'fever', 'fever', 'COPD', 'heart problem', 'nausea', 'Pneumonia', 'COPD', 'nausea', 'Pneumonia']"
05-02-15,"['COPD', 'Pneumonia', 'Pneumonia', 'nausea', 'fever', 'fever', 'Bronchitis', 'heart problem', 'asthma', 'nausea', 'fever', 'nausea', 'COPD', 'heart problem', 'nausea', 'nausea', 'COPD', 'fever', 'nausea', 'COPD']"
09-02-15,"['Bronchitis', 'asthma', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'asthma', 'asthma', 'nausea', 'asthma', 'COPD', 'fever', 'Pneumonia', 'heart problem', 'asthma', 'fever', 'asthma', 'Pneumonia', 'heart problem', 'Pneumonia']"
12-02-15,"['COPD', 'asthma', 'COPD', 'fever', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'Bronchitis', 'asthma', 'nausea', 'COPD', 'Pneumonia', 'fever', 'Bronchitis', 'fever', 'fever', 'heart problem']"
16-02-15,"['fever', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'nausea', 'heart problem', 'COPD', 'COPD', 'nausea', 'heart problem', 'fever', 'fever', 'fever', 'COPD', 'COPD', 'Pneumonia', 'fever', 'fever', 'asthma']"
19-02-15,"['heart problem', 'fever', 'heart problem', 'asthma', 'heart problem', 'asthma', 'nausea', 'heart problem', 'COPD', 'Bronchitis', 'Bronchitis', 'asthma', 'fever', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'asthma', 'nausea', 'nausea', 'fever']"
23-02-15,"['asthma', 'heart problem', 'fever', 'heart problem', 'Bronchitis', 'heart problem', 'asthma', 'fever', 'heart problem', 'nausea', 'COPD', 'nausea', 'Bronchitis', 'heart problem', 'Bronchitis', 'Bronchitis', 'asthma', 'nausea', 'Pneumonia', 'Bronchitis']"
26-02-15,"['nausea', 'COPD', 'Bronchitis', 'fever', 'COPD', 'nausea', 'COPD', 'Bronchitis', 'Pneumonia', 'asthma', 'asthma', 'fever', 'Bronchitis', 'asthma', 'COPD', 'Bronchitis', 'COPD', 'Bronchitis', 'COPD', 'fever']"
02-03-15,"['COPD', 'Pneumonia', 'nausea', 'heart problem', 'COPD', 'Bronchitis', 'asthma', 'asthma', 'Pneumonia', 'fever', 'asthma', 'Pneumonia', 'nausea', 'nausea', 'asthma', 'heart problem', 'asthma', 'heart problem', 'Pneumonia', 'nausea']"
06-03-15,"['Pneumonia', 'Bronchitis', 'COPD', 'fever', 'fever', 'fever', 'nausea', 'asthma', 'Bronchitis', 'fever', 'Pneumonia', 'asthma', 'asthma', 'asthma', 'heart problem', 'asthma', 'fever', 'heart problem', 'Bronchitis', 'nausea']"
09-03-15,"['COPD', 'Pneumonia', 'fever', 'Pneumonia', 'fever', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'COPD', 'nausea', 'nausea', 'COPD', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'fever']"
12-03-15,"['Pneumonia', 'Bronchitis', 'Bronchitis', 'asthma', 'fever', 'asthma', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'nausea', 'Pneumonia', 'asthma', 'fever', 'Bronchitis', 'COPD', 'Pneumonia', 'fever', 'fever', 'heart problem', 'COPD']"
16-03-15,"['fever', 'fever', 'asthma', 'fever', 'asthma', 'Pneumonia', 'fever', 'COPD', 'COPD', 'fever', 'nausea', 'Pneumonia', 'fever', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'asthma', 'Bronchitis', 'Bronchitis']"
19-03-15,"['fever', 'Bronchitis', 'COPD', 'Pneumonia', 'Bronchitis', 'COPD', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'nausea', 'fever', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'COPD', 'Pneumonia']"
23-03-15,"['nausea', 'asthma', 'Pneumonia', 'Pneumonia', 'nausea', 'nausea', 'COPD', 'nausea', 'COPD', 'asthma', 'nausea', 'heart problem', 'COPD', 'nausea', 'Pneumonia', 'fever', 'COPD', 'heart problem', 'asthma', 'Bronchitis']"
26-03-15,"['heart problem', 'nausea', 'nausea', 'asthma', 'heart problem', 'fever', 'nausea', 'Bronchitis', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'Pneumonia', 'COPD', 'asthma', 'heart problem', 'asthma', 'nausea', 'heart problem', 'Bronchitis']"
30-03-15,"['asthma', 'heart problem', 'heart problem', 'COPD', 'heart problem', 'COPD', 'nausea', 'asthma', 'heart problem', 'Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'Pneumonia', 'asthma', 'heart problem', 'COPD', 'asthma', 'Pneumonia', 'asthma']"
02-04-15,"['COPD', 'Pneumonia', 'nausea', 'fever', 'COPD', 'COPD', 'nausea', 'Pneumonia', 'heart problem', 'COPD', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'nausea', 'COPD', 'nausea', 'asthma', 'fever', 'Bronchitis']"
